id,name,launched,deadline,goal,pledged,backers,outcome,country,currency,category,sub_category
12913,Action Mat Football -- Football Strategy Board Game,1/10/14 0:00,3/11/14 0:00,75000,426,12,failed,US,USD,Games,Tabletop Games
12914,The Best Men's Fitness Apparel You Will Ever Wear,10/18/15 0:00,11/23/15 0:00,21607.61,22294.01,175,successful,AU,AUD,Fashion,Apparel
12915,Blood Oath | The Beginning,6/7/15 0:00,7/9/15 0:00,15000,3861,120,failed,US,USD,Games,Tabletop Games
12916,Selatria - A classic 2D role-playing adventure game.,12/2/14 0:00,1/1/15 0:00,5000,2356.01,47,failed,US,USD,Games,Video Games
12917,"What's Coming Next - Written, Directed, and Acted by Youth",6/27/12 0:00,7/18/12 0:00,350,385,17,successful,US,USD,Theater,Theater
12918,BigPapa Smoke'mBBQ Restaurant&Sustainable eating initiative,1/29/16 0:00,2/28/16 0:00,30000,2185,16,failed,US,USD,Food,Restaurants
12919,Sampsonia Way Magazine - Raising Writers' Voices,7/18/13 0:00,8/15/13 0:00,9500,2730,23,failed,US,USD,Publishing,Periodicals
12920,Underground System Afrobeat November Tour to Bear Creek!,10/28/11 0:00,11/24/11 0:00,6000,6111,53,successful,US,USD,Music,World Music
12921,INDOOR CYCLE HIGH BAR ( For Indoor Spinning),4/6/16 0:00,6/4/16 0:00,50000,0,0,failed,US,USD,Technology,Hardware
12922,Cheyenne Medders New Record DAY STOOD STILL!,9/8/14 0:00,9/26/14 0:00,3000,10470,117,successful,US,USD,Music,Country & Folk
12923,Multiplex: The Revenge,7/6/15 0:00,8/1/15 0:00,24000,25238.97,442,successful,US,USD,Comics,Webcomics
12924,Medical Records on the Go! Saving a life with every call.,1/20/15 0:00,2/19/15 0:00,20000,80,4,failed,US,USD,Technology,Web
12925,Deadline: 30 Days to Live (The Pilot Series),2/12/17 0:00,3/14/17 0:00,24000,150,3,canceled,US,USD,Film & Video,Documentary
12926,"Royalty Fit Clothing Co. ""Stay Fresh, Stay Fitted""",12/20/13 0:00,1/19/14 0:00,6500,171,6,failed,US,USD,Fashion,Fashion
12927,Paul Pfau's Great American Love Story EP,5/2/16 0:00,5/25/16 0:00,15000,17292,162,successful,US,USD,Music,Music
12928,Milkfist,2/12/15 0:00,4/13/15 0:00,600,185,7,failed,US,USD,Publishing,Publishing
12929,Ken Verheecke's New Recording with Will Ackerman,11/1/11 0:00,12/31/11 0:00,25000,2610,39,failed,US,USD,Music,World Music
12930,Bella the Bumblebee Children's Book Series,11/26/14 0:00,12/26/14 0:00,12000,11,1,failed,US,USD,Publishing,Children's Books
12931,ARIZONA Artist Collaboration CD,9/28/14 0:00,10/31/14 0:00,1200,1,1,failed,US,USD,Music,Hip-Hop
12932,The Work for Biscuits Series,1/21/15 0:00,2/27/15 0:00,30000,34288,690,successful,US,USD,Publishing,Children's Books
12933,Seekers Of The Light (Canceled),7/19/15 0:00,8/6/15 0:00,4200,60,3,canceled,US,USD,Publishing,Poetry
12934,"Tag, You're It",10/30/17 0:00,11/13/17 0:00,1509.09,0,0,canceled,AU,AUD,Film & Video,Film & Video
12935,drivesocial smart app,5/14/15 0:00,6/13/15 0:00,51585.04,24.45,3,failed,CA,CAD,Technology,Apps
12936,Pizza Theory - The Pizza Toppings Game,10/31/11 0:00,12/30/11 0:00,4175,8042.35,222,successful,US,USD,Games,Tabletop Games
12937,jimlapbap's next album of cover songs/arrangements,3/29/13 0:00,5/13/13 0:00,436,444.34,13,successful,US,USD,Music,Indie Rock
12938,The Rivalry: Red V. Blue,6/27/13 0:00,8/6/13 0:00,40000,42945.35,335,successful,US,USD,Film & Video,Documentary
12939,iMonument. (Canceled),2/21/14 0:00,4/22/14 0:00,100000,2,2,canceled,US,USD,Technology,Technology
12940,Bound Brickfilm (Untertitel),12/27/16 0:00,1/26/17 0:00,2670.26,37.38,4,failed,AT,EUR,Film & Video,Animation
12941,"""Step into Now"" Hear it. Live it with Utah Girl.",5/27/11 0:00,7/11/11 0:00,10000,10770,125,successful,US,USD,Music,Country & Folk
12942,Icelandscapes - Paisajes de Islandia,8/17/15 0:00,9/7/15 0:00,338.04,6.76,2,failed,ES,EUR,Photography,Photobooks
12943,"The Kingdom of the ""Fourteen Ladies""",10/10/17 0:00,11/9/17 0:00,2913.52,2510.28,47,failed,IT,EUR,Games,Playing Cards
12944,Survivalist C.L.I.P. (Cheap Life Insurance Policy),10/9/14 0:00,11/8/14 0:00,1725,1106,19,failed,US,USD,Fashion,Accessories
12945,KINETIK: A Tactical RPG Shooter from veteran AAA developers,6/8/16 0:00,7/8/16 0:00,150000,33144,205,failed,US,USD,Games,Video Games
12946,Sweets -N- Treats Pet Bakery and Boutique (Canceled),12/30/13 0:00,1/29/14 0:00,3500,40,2,canceled,US,USD,Food,Food
12947,The Dalai Lama and His People: A Photography Exhibition,6/17/11 0:00,7/6/11 0:00,3500,1050,18,failed,US,USD,Photography,Photography
12948,Puppies Behind Bars: A Documentary,8/6/12 0:00,9/5/12 0:00,50000,27678,130,failed,US,USD,Film & Video,Documentary
12949,Helena's Jar,1/13/15 0:00,2/12/15 0:00,3000,315,9,failed,US,USD,Publishing,Fiction
12950,Non-Destructive Commodore 64c Raspberry Pi Conversion Frame,5/4/17 0:00,7/3/17 0:00,385.39,2878.83,51,successful,CA,CAD,Technology,3D Printing
12951,In The Circle,10/26/16 0:00,11/25/16 0:00,1500,320,8,failed,US,USD,Film & Video,Drama
12952,Production run Hart of Gold HD Sound & Vision System (WiFi).,9/26/14 0:00,10/21/14 0:00,673482.82,0,0,canceled,GB,GBP,Technology,Sound
12953,"Tricoleoptera, an Animated Short (Canceled)",7/12/12 0:00,8/11/12 0:00,37000,204,6,canceled,US,USD,Film & Video,Animation
12954,One Vision Records,1/11/12 0:00,3/11/12 0:00,5500,965,18,failed,US,USD,Music,Rock
12955,Hanndi Homes,8/25/14 0:00,9/14/14 0:00,8170.34,1.63,1,failed,GB,GBP,Technology,Web
12956,"Calling All Jacksonville, FL Vocalists! (Canceled)",5/27/14 0:00,6/27/14 0:00,10000,0,0,canceled,US,USD,Music,Indie Rock
12957,2016 Eastlake Music Festival,1/21/16 0:00,3/9/16 0:00,4000,4776,0,undefined,"N,0""",USD,Music,Music
12958,The Ticket (Charlies Chocolate Factory),10/20/15 0:00,11/18/15 0:00,8683.24,0,0,failed,CA,CAD,Film & Video,Thrillers
12959,Tactile Turn Mover & Shaker Pens - New Materials,7/22/14 0:00,8/22/14 0:00,30000,81981,829,successful,US,USD,Design,Product Design
12960,Project TITAN by Destroyer Brands,9/6/17 0:00,10/10/17 0:00,20000,2726,29,failed,US,USD,Technology,Gadgets
12961,Not Your Grandmother's Wallpaper: Senior Thesis Exhibition,3/3/11 0:00,3/18/11 0:00,2000,2148,34,successful,US,USD,Art,Art
12962,Love's Letters - A Shortcut on the Road to Happiness,12/10/14 0:00,1/5/15 0:00,1,393,14,successful,US,USD,Publishing,Nonfiction
12963,Tattoo Manor TV Pilot,5/28/11 0:00,8/26/11 0:00,50000,2749.88,34,failed,US,USD,Film & Video,Film & Video
12964,Paul Bergmans första skiva!,3/22/17 0:00,5/1/17 0:00,1810.53,189.54,6,failed,SE,SEK,Music,Pop
12965,Buzz Kill,11/4/14 0:00,12/4/14 0:00,7760.96,78.39,2,failed,NZ,NZD,Film & Video,Horror
12966,Philando Castile Memorial Garden,7/8/16 0:00,8/7/16 0:00,100,140,5,successful,US,USD,Food,Community Gardens
12967,"Live Sea Scrolls 7""",3/8/15 0:00,4/7/15 0:00,900,16,3,failed,US,USD,Music,Metal
12968,INKLINGS 2 - Coloring Book for Adults by artist Tanya Bond,5/4/16 0:00,5/25/16 0:00,3908.78,4587.79,114,successful,IE,EUR,Art,Illustration
12969,The Unequivocal Emancipation of the Rebel Mind,6/7/14 0:00,7/7/14 0:00,850,5,1,failed,US,USD,Fashion,Apparel
12970,Sausage Fest Travel,3/3/17 0:00,4/2/17 0:00,5000,200,2,failed,US,USD,Technology,Web
12971,Invisible Illness Documentary Film - You Are Not Alone,3/7/17 0:00,4/6/17 0:00,12000,4483,78,failed,US,USD,Film & Video,Documentary
12972,"Chess: ""The 100 years war"" edition",10/7/17 0:00,11/6/17 0:00,6000,110,2,failed,US,USD,Games,Tabletop Games
12973,Rhythm of the Hayes: Canoe Expedition,6/10/14 0:00,7/12/14 0:00,3071.2,3728.25,50,successful,CA,CAD,Film & Video,Documentary
12974,Help Her Demise My Rise Finish There new EP CURSES,2/12/12 0:00,3/23/12 0:00,800,16,1,canceled,US,USD,Music,Rock
12975,Kitty Egg Crayons- made for small hands,11/19/11 0:00,12/5/11 0:00,7000,7293,128,successful,US,USD,Design,Design
12976,The Last 24-The Story Behind the Men of Navy SEALS Team Six,6/3/11 0:00,7/13/11 0:00,3000,0,0,failed,US,USD,Film & Video,Film & Video
12977,"Earth Harmony Festival Oct 4 & 5, 2014. Live Sustainably",8/29/14 0:00,10/4/14 0:00,8444,10297,31,successful,US,USD,Food,Food
12978,Apocalypse World 2nd Edition,2/1/16 0:00,3/2/16 0:00,19750,149681,4332,successful,US,USD,Games,Tabletop Games
12979,Naked for Safety,3/5/13 0:00,5/1/13 0:00,5000,5000,45,successful,US,USD,Music,Rock
12980,Reality Revealed,10/30/15 0:00,12/29/15 0:00,400,400,5,successful,US,USD,Photography,Nature
12981,The Heathrow 13,6/29/16 0:00,7/29/16 0:00,1975.06,1975.06,27,successful,GB,GBP,Theater,Theater
12982,The Coven of the Trees,7/25/14 0:00,8/20/14 0:00,1000,15,2,failed,US,USD,Publishing,Fiction
12983,make/100 tiny pen & ink drawings,1/18/17 0:00,2/17/17 0:00,1000,630,38,failed,US,USD,Art,Illustration
12984,Fun Club - Living Vicariously Through the Lives of Others,2/19/15 0:00,3/21/15 0:00,100000,45,4,failed,US,USD,Technology,Apps
12985,concrete city magazine,3/7/12 0:00,4/21/12 0:00,3300,3781,58,successful,US,USD,Publishing,Periodicals
12986,"To Compose THE UNIMAGINED, a String Quartet",5/29/11 0:00,8/27/11 0:00,4000,270,7,failed,US,USD,Music,Music
12987,"3.75"" Joe: Creating G.I.Joe ®: A Real American Hero™",10/18/15 0:00,11/2/15 0:00,18000,20309,294,successful,US,USD,Art,Digital Art
12988,"Kyle ""TUMBLEWEED"" Fletcher's Legacy Album",6/15/15 0:00,6/29/15 0:00,2500,3490,0,undefined,"N,0""",USD,Music,Music
12989,Six Mile Station's Debut Album,7/1/14 0:00,8/15/14 0:00,7500,7785,169,successful,US,USD,Music,Country & Folk
12990,3D Printer - Upgrades for QUIN - The 3D Printable Doll,5/17/14 0:00,6/18/14 0:00,3500,4365,66,successful,US,USD,Design,Design
12991,Jacobs Ladder Label Multi-Media Series Music Project,10/29/13 0:00,12/27/13 0:00,19000,1242,11,failed,US,USD,Music,World Music
12992,Help me get to Flint Art Fair + Chicago RAW: Artist,4/2/12 0:00,6/1/12 0:00,200,386,14,successful,US,USD,Art,Painting
12993,Custom Print Tap Handles,12/11/15 0:00,1/10/16 0:00,3000,5105,61,successful,US,USD,Design,Product Design
12994,Say Anything (the book),9/12/14 0:00,10/14/14 0:00,12500,18495,116,successful,US,USD,Publishing,Nonfiction
12995,"Outdoor Cooling and LED Lighting System ""Canopy Chiller""",4/17/15 0:00,5/17/15 0:00,2500,15,1,failed,US,USD,Design,Product Design
12996,Design & construct an architectural concept beach house,7/21/15 0:00,9/10/15 0:00,776836.16,0,0,canceled,AU,AUD,Design,Architecture
12997,"""You are not Banksy"" Breathing life into street art.",11/22/12 0:00,12/22/12 0:00,20000,182,8,failed,US,USD,Photography,Photography
12998,BloodDreams,1/28/11 0:00,2/27/11 0:00,3250,5612.99,84,successful,US,USD,Comics,Comics
12999,Dead Eats: A Zombie Cook Book,6/17/10 0:00,8/7/10 0:00,1000,745,13,failed,US,USD,Publishing,Publishing
13000,SPARKUP: A card game for creating the next big thing.,6/1/17 0:00,7/1/17 0:00,4000,4479,174,successful,US,USD,Games,Tabletop Games
13001,Eve & Adams Midwife - Pregnancy and Childbirth book,7/7/15 0:00,8/6/15 0:00,5910.6,14.78,1,failed,AU,AUD,Publishing,Nonfiction
13002,Was ist wirklich gesund?,7/7/15 0:00,8/6/15 0:00,1018.9,0,0,failed,CH,CHF,Food,Cookbooks
13003,Illustration and manga compilation book of Tohoku Zunko,3/6/15 0:00,4/5/15 0:00,30000,41586,275,successful,US,USD,Comics,Graphic Novels
13004,"Filmmakers, Aliens, and Wrestlers on Rooftops",4/20/11 0:00,5/11/11 0:00,10000,10587,110,successful,US,USD,Film & Video,Film & Video
13005,Electronic Health Record Software (Canceled),4/29/15 0:00,5/29/15 0:00,500000,0,0,canceled,US,USD,Technology,Software
13006,AmbioLight: Atmosphere changing LED lighting (Suspended),8/6/12 0:00,9/20/12 0:00,6700,7583,88,suspended,US,USD,Design,Product Design
13007,Ron Maxwell's Civil War Classics (Canceled),5/29/14 0:00,7/8/14 0:00,250000,9881,66,canceled,US,USD,Film & Video,Television
13008,VOTA House Party for Pamela Allen,5/1/11 0:00,5/31/11 0:00,1000,0,0,failed,US,USD,Music,Music
13009,Man of Mayhem Beer Badge,10/27/16 0:00,11/25/16 0:00,2594.32,2697.35,56,successful,CA,CAD,Design,Product Design
13010,My Friend Mott-ly,2/9/12 0:00,3/10/12 0:00,7500,9775,189,successful,US,USD,Film & Video,Documentary
13011,"Y La Bamba - making the 4th album, Ojos Del Sol",7/8/15 0:00,8/7/15 0:00,20000,21308.69,338,successful,US,USD,Music,Indie Rock
13012,The Nikola Tesla Coloring Book- STRETCH GOAL,10/28/15 0:00,11/30/15 0:00,6396,7689,181,successful,US,USD,Publishing,Publishing
13013,Chabot Photography Pop Up Gallery,6/1/16 0:00,7/4/16 0:00,5000,156,5,failed,US,USD,Art,Art
13014,Matt Whistler The movie - Feature Film,6/8/11 0:00,7/8/11 0:00,5000,200,9,failed,US,USD,Film & Video,Film & Video
13015,Help fund Dudes patent!,7/30/14 0:00,8/29/14 0:00,2500,100,4,failed,US,USD,Crafts,DIY
13016,"Lachlan Whyte's KickStarter - 1st Album - Music, Tour, Art",12/18/13 0:00,1/17/14 0:00,43948.32,0,0,canceled,AU,AUD,Music,Music
13017,1 Day Allow Tea,7/14/14 0:00,8/13/14 0:00,15000,0,0,failed,US,USD,Food,Drinks
13018,Girls Got Geek Video Game Camp,6/12/12 0:00,7/17/12 0:00,5500,526,25,failed,US,USD,Games,Video Games
13019,Grandpa Tony's BBQ,11/10/17 0:00,12/10/17 0:00,5500,0,0,failed,US,USD,Food,Events
13020,Black Label Soaps,4/11/16 0:00,6/10/16 0:00,115000,108,7,failed,US,USD,Crafts,Crafts
13021,Damn Broads! Hoodies For Tour,2/8/15 0:00,2/23/15 0:00,1500,107,5,failed,US,USD,Music,Punk
13022,"Help Fund Lenny's Debut Rap Album, Somebody",10/7/16 0:00,11/6/16 0:00,3556.08,2.03,2,failed,CH,CHF,Music,Hip-Hop
13023,E-Depth Angel volume 1 color comic,1/8/11 0:00,2/7/11 0:00,1100,1717,44,successful,US,USD,Comics,Comics
13024,Nevermet - The Day We Meet (Canceled),9/19/12 0:00,10/19/12 0:00,5000,0,0,canceled,US,USD,Music,Rock
13025,Documenting the Cuban Bagpipers:  the first-ever Celtic Festival held in Cuba,2/26/10 0:00,4/2/10 0:00,1200,1763.32,20,successful,US,USD,Film & Video,Documentary
13026,Batmobilebuilder Building an electric powered childs car.,7/9/14 0:00,8/8/14 0:00,5041.25,0,0,canceled,GB,GBP,Crafts,Woodworking
13027,Scary Jerry INK...,9/9/14 0:00,10/9/14 0:00,800,80,2,failed,US,USD,Publishing,Art Books
13028,The Hunter Davis Christmas Special,7/5/11 0:00,8/4/11 0:00,1000,1520,14,successful,US,USD,Theater,Theater
13029,QUAKERS: The Quiet Revolutionaries,9/4/13 0:00,11/3/13 0:00,8500,11492,88,successful,US,USD,Film & Video,Documentary
13030,Save the Date,7/25/14 0:00,8/2/14 0:00,4000,4678.24,0,undefined,"N,0""",USD,Film & Video,Film & Video
13031,Saga of the Lost Spheres - Fantasy Fiction Serial - Season 1,7/9/13 0:00,8/19/13 0:00,10000,2551,31,failed,US,USD,Publishing,Fiction
13032,Tyranny of the Senses,2/5/11 0:00,3/26/11 0:00,2500,1237,22,failed,US,USD,Dance,Dance
13033,Sky-Farmer - Helping Feed the world one plant at a time.,4/13/16 0:00,6/12/16 0:00,65000,0,0,failed,US,USD,Technology,Technology
13034,sTickLipS Album #2,4/7/10 0:00,7/1/10 0:00,3000,4535,72,successful,US,USD,Music,Music
13035,FactionZ Minecraft Server | Factions Meets Zombies,2/16/16 0:00,3/17/16 0:00,800,1,1,failed,US,USD,Games,Video Games
13036,Gemini Hydration's Alpha Bottle,6/15/17 0:00,7/25/17 0:00,15923.57,4481.69,33,canceled,AU,AUD,Design,Product Design
13037,Pop Fantastic - And His Autistic Superpowers,2/16/17 0:00,3/18/17 0:00,12476.92,10977.19,113,canceled,GB,GBP,Publishing,Children's Books
13038,Oakland's GrilledCheezGuy needs a Grilled Cheese Truck,9/22/12 0:00,11/21/12 0:00,33000,2515.77,59,failed,US,USD,Food,Food
13039,Help Devyn Rush Fly to San Fran to Sing!,11/13/11 0:00,11/18/11 0:00,350,370,12,successful,US,USD,Music,Music
13040,Good Minnesotan 4 Comics Anthology,6/1/10 0:00,7/26/10 0:00,1000,1085,25,successful,US,USD,Comics,Comics
13041,"The Bolivian Case, a millennial film about drugs & justice.",4/30/15 0:00,6/11/15 0:00,30000,11575,34,failed,US,USD,Film & Video,Documentary
13042,Wild Warfare (Canceled),6/24/14 0:00,7/24/14 0:00,22288.26,3905.09,95,canceled,CA,CAD,Games,Video Games
13043,Desert Island,10/27/14 0:00,11/26/14 0:00,10000,14692,392,successful,US,USD,Games,Tabletop Games
13044,Video Game Boutique needed in Dandenong Ranges,7/16/15 0:00,9/14/15 0:00,217343.9,22.53,2,failed,AU,AUD,Games,Video Games
13045,CASSETTE: A Documentary Film about the Cassette Tape.,11/30/11 0:00,1/29/12 0:00,25000,25467.57,333,successful,US,USD,Film & Video,Film & Video
13046,Showing Rogue the World & Documenting it as we go!,7/21/14 0:00,9/19/14 0:00,571.92,0,0,failed,GB,GBP,Art,Art
13047,REGGIE III,4/7/10 0:00,7/6/10 0:00,2000,2708,43,successful,US,USD,Film & Video,Shorts
13048,Yesterday She Was Tiffany: Book Release by Emily Perez,7/1/16 0:00,7/31/16 0:00,6500,6815,93,successful,US,USD,Publishing,Young Adult
13049,"GRANDMA BELLINO'S ITALIAN COOKBOOK   ""Reserve Your Copy Now""",4/9/15 0:00,5/9/15 0:00,6000,166,8,canceled,US,USD,Food,Cookbooks
13050,Join me in completing my first Solo Project CD!,8/9/11 0:00,9/30/11 0:00,2000,170,7,failed,US,USD,Music,Pop
13051,Victim - A Serial Killer Short,1/28/14 0:00,2/27/14 0:00,600,870,10,successful,US,USD,Film & Video,Shorts
13052,'FREAKSHOW LIMBO' a stop motion animated short film,5/26/14 0:00,6/18/14 0:00,939.94,2700.55,73,successful,AU,AUD,Film & Video,Animation
13053,MSBX T-Shirt Company,8/25/15 0:00,10/6/15 0:00,7000,1,1,failed,US,USD,Fashion,Apparel
13054,"""Memories of Chocolate Cake"" A Parisian Cooking Documentary",2/12/14 0:00,3/19/14 0:00,6000,730,15,failed,US,USD,Film & Video,Film & Video
13055,A White Christmas - Family Christmas Album,7/8/13 0:00,8/7/13 0:00,15000,2100,57,failed,US,USD,Music,Pop
13056,THE WARLOCK'S CURSE: #3 in the Veneficas Americana series,4/13/12 0:00,5/14/12 0:00,10000,12090.5,249,successful,US,USD,Publishing,Fiction
13057,The Dope Academy,3/18/16 0:00,5/18/16 0:00,500,1,1,failed,US,USD,Music,Hip-Hop
13058,Dream BiGG or go HOME,4/1/15 0:00,5/16/15 0:00,100000,110,1,failed,US,USD,Technology,Apps
13059,Living Yoga around the Globe - Vivre en Yoga autour du Monde,5/18/15 0:00,7/17/15 0:00,83.22,8274,144,successful,CA,CAD,Film & Video,Documentary
13060,Full custom cut and painted acrylic RC stands and acessories,9/29/15 0:00,10/29/15 0:00,3000,0,0,failed,US,USD,Games,Gaming Hardware
13061,"Wiener Apocalypse, a zombie food 32 page 1 issue comic book",7/11/14 0:00,8/10/14 0:00,2400,58,4,failed,US,USD,Comics,Comic Books
13062,Vestidor de Reinas,8/14/14 0:00,9/13/14 0:00,10000,1,1,failed,US,USD,Fashion,Couture
13063,The Passion of Zeus & Phoebe: A True Love Story,12/29/11 0:00,2/5/12 0:00,20000,443,21,failed,US,USD,Publishing,Nonfiction
13064,"Esa no es una licuadora, es mi esposa.",2/3/17 0:00,3/5/17 0:00,6069.8,6326.25,98,successful,MX,MXN,Film & Video,Comedy
13065,Simply Chic Jewelry Organizer (Canceled),11/6/14 0:00,12/7/14 0:00,20000,1015,19,canceled,US,USD,Design,Product Design
13066,Team American Commoner Project,10/30/15 0:00,11/29/15 0:00,125000,50,1,failed,US,USD,Design,Civic Design
13067,Caffiends Brewed...your imagination is our only limitation.,10/1/14 0:00,10/31/14 0:00,500,0,0,canceled,US,USD,Food,Small Batch
13068,"New Book: Discover Your Value, Discover Your Purpose",2/24/16 0:00,3/25/16 0:00,5000,0,0,failed,US,USD,Publishing,Nonfiction
13069,Kichana,4/23/15 0:00,5/23/15 0:00,18000,2125,46,failed,US,USD,Food,Food Trucks
13070,Make America Great Again! (Suspended),8/23/15 0:00,9/12/15 0:00,2000,0,0,suspended,US,USD,Design,Product Design
13071,"Hibou ""The New Era of Polos"" (Canceled)",11/26/14 0:00,12/30/14 0:00,10000,83,4,canceled,US,USD,Fashion,Apparel
13072,The T.Michael Bridges Project,5/21/14 0:00,6/30/14 0:00,9402.91,0,0,failed,CA,CAD,Music,Music
13073,Your OnlyHeart - A gift that can't be given more than once,12/15/14 0:00,1/21/15 0:00,8693.59,199.16,4,canceled,AU,AUD,Design,Product Design
13074,Nate Allen & The Pac-Away Dots,10/2/14 0:00,11/6/14 0:00,3300,4551.22,169,successful,US,USD,Music,Rock
13075,One Night Ultimate Alien,8/29/16 0:00,9/28/16 0:00,5000,320890,3768,successful,US,USD,Games,Tabletop Games
13076,Hard to Swallow - a webseries coming to a computer near you...,10/15/10 0:00,1/4/11 0:00,1500,1926,26,successful,US,USD,Film & Video,Webseries
13077,"Anthony da Costa's ""Secret Handshake""",4/5/11 0:00,5/15/11 0:00,5000,5247,109,successful,US,USD,Music,Music
13078,Help Black Lodge start their next U.S. Tour!,10/10/13 0:00,11/9/13 0:00,4000,517,19,failed,US,USD,Music,Rock
13079,"Coca, the word of God",5/31/12 0:00,7/15/12 0:00,5000,577,14,failed,US,USD,Film & Video,Documentary
13080,Greetings From Syria: Photographing a Civil War.,8/9/13 0:00,8/24/13 0:00,3000,4910,107,successful,US,USD,Photography,Photography
13081,Robotic Handling System,2/22/16 0:00,3/23/16 0:00,998000,2636,4,failed,US,USD,Technology,Robots
13082,The New Livesglass - Your Pocket Size Green House,7/28/17 0:00,9/1/17 0:00,39676.24,19282.34,357,canceled,AU,AUD,Design,Product Design
13083,The Brush and Easel Gallery,11/5/13 0:00,11/25/13 0:00,3000,3002,37,successful,US,USD,Art,Mixed Media
13084,"Music video for ""Say Goodbye"" feat. Angelo Moore of Fishbone",3/15/11 0:00,4/16/11 0:00,2000,2105,32,successful,US,USD,Music,World Music
13085,SUNDAYS AT CAFE TABAC,11/8/13 0:00,12/8/13 0:00,15000,17642,161,successful,US,USD,Film & Video,Documentary
13086,High Five Co-op Brewery,8/24/14 0:00,10/23/14 0:00,15000,4213,37,failed,US,USD,Food,Food
13087,TOWANDA: Collaborative Documentary Photography,11/27/13 0:00,12/16/13 0:00,6000,3505,47,failed,US,USD,Photography,Photography
13088,"Big-Mouth Bagging Litter, Leaves & Debris",9/7/17 0:00,10/7/17 0:00,20000,616,7,failed,US,USD,Design,Product Design
13089,Exo,11/17/14 0:00,12/17/14 0:00,1000,1048,34,successful,US,USD,Music,Electronic Music
13090,slÜt,2/27/15 0:00,3/14/15 0:00,1000,131,4,failed,US,USD,Theater,Experimental
13091,The Boulder Food Park: Boulder's Food & Drink Venue,8/11/14 0:00,9/10/14 0:00,40000,44182.2,157,successful,US,USD,Food,Food Trucks
13092,Our People - A Documentary,8/9/14 0:00,9/2/14 0:00,12000,12031,49,successful,US,USD,Film & Video,Documentary
13093,Game Assets For Making Unique Projects,2/21/17 0:00,3/7/17 0:00,121.56,0,0,failed,GB,GBP,Games,Video Games
13094,Lords of New York,3/15/13 0:00,4/17/13 0:00,295000,25909.66,320,failed,US,USD,Games,Video Games
13095,FOLLOW ME... a Pay2Play Productions (based on actual events),9/24/16 0:00,11/8/16 0:00,100000,21,2,failed,US,USD,Film & Video,Horror
13096,Tessalation!: A Children's Picture Book with Tessellations,3/1/16 0:00,3/31/16 0:00,6250,8307,237,successful,US,USD,Publishing,Children's Books
13097,Tell Your Stories Through Our Songs,3/8/15 0:00,4/7/15 0:00,55500,0,0,failed,US,USD,Film & Video,Music Videos
13098,Help fund Kristina Kidd & The Coalition's Debut EP!,11/17/11 0:00,12/18/11 0:00,5000,6970,88,successful,US,USD,Music,Country & Folk
13099,Allies - A Queer Inclusive Indie Pilot,8/7/13 0:00,9/21/13 0:00,22500,2125,58,failed,US,USD,Film & Video,Film & Video
13100,Brazilian Concert at Carnegie Hall,3/10/12 0:00,3/31/12 0:00,10000,1100,4,failed,US,USD,Music,Music
13101,One Metro World,9/27/16 0:00,10/27/16 0:00,10922.04,18557.64,275,successful,FR,EUR,Publishing,Art Books
13102,Navajo Textile Project Part 2,1/29/15 0:00,2/28/15 0:00,1000,1345,23,successful,US,USD,Publishing,Art Books
13103,Garden Within Reach at Noyo Food Forest,4/15/13 0:00,5/20/13 0:00,6000,6473,125,successful,US,USD,Food,Community Gardens
13104,The Summer Soundtrack Record New Album This Fall!,8/20/13 0:00,9/19/13 0:00,10000,10240,63,successful,US,USD,Music,Music
13105,Crystal Rift - Grid-Based Dungeon Crawler,11/12/14 0:00,12/12/14 0:00,6283.87,7588.31,258,successful,GB,GBP,Games,Video Games
13106,Rachel and the TreeSchoolers - by the makers of Signing Time,7/16/13 0:00,8/15/13 0:00,50000,219188.21,2348,successful,US,USD,Film & Video,Film & Video
13107,Visual Past-EP,5/25/16 0:00,6/18/16 0:00,384.44,57.67,3,failed,CA,CAD,Music,Rock
13108,The Cavern Lights EP album,5/22/13 0:00,6/21/13 0:00,900,0,0,failed,US,USD,Music,Indie Rock
13109,Doe Needs Dough: Help Steps of Doe Print Their First Album!,3/1/15 0:00,3/31/15 0:00,2500,3656,0,undefined,"N,0""",USD,Music,Music
13110,Not Only Carrots - Plant-Based Cookbook,10/8/17 0:00,11/7/17 0:00,19938.65,501.53,9,failed,AU,AUD,Food,Vegan
13111,Operation Vertical - Tower Garden (Canceled),12/4/15 0:00,2/2/16 0:00,25000,10,1,canceled,US,USD,Food,Community Gardens
13112,Boy vs. Island,6/27/14 0:00,8/23/14 0:00,3000,4913.12,0,undefined,"N,0""",USD,Film & Video,Film & Video
13113,Fly on a budget,6/23/16 0:00,7/23/16 0:00,50000,0,0,failed,US,USD,Technology,Flight
13114,Sun Protection Car Cover with Spoiler Storage,8/8/15 0:00,9/7/15 0:00,20000,100,1,failed,US,USD,Technology,Technology
13115,Clyde's on Fire tour van,4/6/15 0:00,5/21/15 0:00,4000,206,4,failed,US,USD,Music,Country & Folk
13116,Laura,4/24/17 0:00,5/24/17 0:00,20565.76,236.51,2,failed,CH,CHF,Publishing,Fiction
13117,Malice Ink Upstart,1/3/15 0:00,3/4/15 0:00,20000,107,6,failed,US,USD,Comics,Comics
13118,Pure oil on canvas to create the most honest expression...,7/18/17 0:00,9/16/17 0:00,2392.2,59.81,1,canceled,BE,EUR,Art,Painting
